   3.00000000000000e+02   3.10506941184239e-01   1.41367092718019e-01   1.10775180741862e-01   2.61160846812248e-01
   3.00500277932185e+02   3.12564025573141e-01   1.42559376751943e-01   1.11589592314143e-01   2.63441538020192e-01
   3.01000555864369e+02   3.14648426181007e-01   1.43781042754873e-01   1.12410674845344e-01   2.65783921765574e-01
   3.01500833796554e+02   3.16751839561031e-01   1.44977507025161e-01   1.13228549357328e-01   2.68098331884555e-01
   3.02001111728738e+02   3.18868312959587e-01   1.46175766175030e-01   1.14047786624138e-01   2.70428301876740e-01
   3.02501389660923e+02   3.20998632372386e-01   1.47375184815719e-01   1.14867760162066e-01   2.72773060885776e-01
   3.03001667593107e+02   3.23141976545845e-01   1.48580111378480e-01   1.15689054395193e-01   2.75139781003972e-01
   3.03501945525292e+02   3.25303736208790e-01   1.49773803195044e-01   1.16506336764118e-01   2.77502183752418e-01
   3.04002223457476e+02   3.27467317716875e-01   1.50954699399968e-01   1.17320333546655e-01   2.79855392525865e-01
   3.04502501389661e+02   3.29634276917924e-01   1.52129874125738e-01   1.18131920821413e-01   2.82211216039615e-01
   3.05002779321845e+02   3.31818628072443e-01   1.53302189072300e-01   1.18938248392950e-01   2.84576917832818e-01
   3.05503057254030e+02   3.34008465167069e-01   1.54478643004019e-01   1.19742675382984e-01   2.86962092009462e-01
   3.06003335186215e+02   3.36200778368627e-01   1.55646732198583e-01   1.20541061486464e-01   2.89345958780606e-01
   3.06503613118399e+02   3.38399414513931e-01   1.56814713012614e-01   1.21333907051715e-01   2.91742903456168e-01
   3.07003891050584e+02   3.40580356455007e-01   1.57950203819646e-01   1.22115029308161e-01   2.94095388580778e-01
   3.07504168982768e+02   3.42779918413844e-01   1.59109251060845e-01   1.22892836843662e-01   2.96502398577006e-01
   3.08004446914953e+02   3.44967671430580e-01   1.60240029375541e-01   1.23654626078511e-01   2.98873413492027e-01
   3.08504724847137e+02   3.47141971012815e-01   1.61359240086379e-01   1.24406602252238e-01   3.01235060631170e-01
   3.09005002779322e+02   3.49296143857599e-01   1.62451020947114e-01   1.25141929524743e-01   3.03560042505343e-01
   3.09505280711506e+02   3.51460118460575e-01   1.63560266688281e-01   1.25865957724661e-01   3.05928887195295e-01
   3.10005558643691e+02   3.53582015773685e-01   1.64624816905722e-01   1.26570568306368e-01   3.08227481750314e-01
   3.10505836575875e+02   3.55689705217128e-01   1.65676046809945e-01   1.27253000690902e-01   3.10514273697024e-01
   3.11006114508060e+02   3.57770862408373e-01   1.66710642878492e-01   1.27916514024024e-01   3.12780344414160e-01
   3.11506392440245e+02   3.59819456932776e-01   1.67725857586953e-01   1.28561332180865e-01   3.15019275907588e-01
   3.12006670372429e+02   3.61837739287821e-01   1.68717535920691e-01   1.29174151553989e-01   3.17225911529806e-01
   3.12506948304614e+02   3.63799068331019e-01   1.69661164569789e-01   1.29754978917222e-01   3.19352059954651e-01
   3.13007226236798e+02   3.65725433895728e-01   1.70591616775711e-01   1.30304895885189e-01   3.21460986768260e-01
   3.13507504168983e+02   3.67577900802682e-01   1.71462938893369e-01   1.30819999951077e-01   3.23465335035532e-01
   3.14007782101167e+02   3.69368673458126e-01   1.72294677758059e-01   1.31291197435110e-01   3.25401405637013e-01
   3.14508060033352e+02   3.71085675889520e-01   1.73078957206171e-01   1.31718056217192e-01   3.27251915455654e-01
   3.15008337965536e+02   3.72720432429964e-01   1.73811204923273e-01   1.32099132548413e-01   3.29006033110368e-01
   3.15508615897721e+02   3.74247795615006e-01   1.74464535412446e-01   1.32419541489466e-01   3.30612304159533e-01
   3.16008893829906e+02   3.75671213205656e-01   1.75049790663432e-01   1.32689488431750e-01   3.32087141161833e-01
   3.16509171762090e+02   3.76971537201636e-01   1.75552676869289e-01   1.32889421987232e-01   3.33402303912476e-01
   3.17009449694275e+02   3.78135054064925e-01   1.75960750817055e-01   1.33020860276398e-01   3.34530966143503e-01
   3.17509727626459e+02   3.79138628658482e-01   1.76248669853549e-01   1.33077593508888e-01   3.35422569016880e-01
   3.18010005558644e+02   3.79976169175576e-01   1.76424266464052e-01   1.33048015929555e-01   3.36088404228077e-01
   3.18510283490828e+02   3.80631489174302e-01   1.76464727586287e-01   1.32936896991829e-01   3.36482423836668e-01
   3.19010561423013e+02   3.81083592353204e-01   1.76347629026218e-01   1.32736922653886e-01   3.36559415085617e-01
   3.19510839355197e+02   3.81316688474309e-01   1.76065482139514e-01   1.32436808282643e-01   3.36301629474212e-01
